"round","investment","la","lb","lc","ld","le","lf","lg","lh","payoff","n","b","exolinks","star","core","session","group","role","bet","totalearnings","treatment","topinfo1","topinfo2","topinfo3"
2,3,0,0,0,0,0,0,1,1,-79,8,22,0,0,0,4,1,"c",300,36.2000007629395,"n8b22",4,3,2
9,0,0,0,0,0,0,0,1,0,107,8,22,0,0,0,4,1,"c",300,36.2000007629395,"n8b22",3,2,0
8,0,0,0,0,0,0,0,0,1,107,8,22,0,0,0,4,1,"c",300,36.2000007629395,"n8b22",4,3,2
5,2,0,0,0,0,0,0,0,0,42,8,22,0,0,0,4,1,"c",300,36.2000007629395,"n8b22",3,2,1
7,0,0,0,0,0,0,0,0,1,107,8,22,0,0,0,4,1,"c",300,36.2000007629395,"n8b22",3,2,1
4,2,0,0,0,0,0,0,0,0,64,8,22,0,0,0,4,1,"c",300,36.2000007629395,"n8b22",3,2,1
3,1,0,0,0,0,0,0,0,1,162,8,22,0,0,0,4,1,"c",300,36.2000007629395,"n8b22",2,1,0
10,0,0,0,0,0,0,0,0,1,107,8,22,0,0,0,4,1,"c",300,36.2000007629395,"n8b22",4,3,2
6,0,0,0,0,0,0,0,0,1,107,8,22,0,0,0,4,1,"c",300,36.2000007629395,"n8b22",4,3,2
1,2,0,0,0,0,0,0,0,0,86,8,22,0,0,0,4,1,"c",300,36.2000007629395,"n8b22",6,2,1
11,0,0,0,0,0,0,0,1,0,107,8,22,0,0,0,4,1,"c",300,36.2000007629395,"n8b22",3,2,0
73,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,4,1,"c",300,36.2000007629395,"n8b22",4,0,0
69,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,4,1,"c",300,36.2000007629395,"n8b22",4,0,0
75,0,0,1,0,0,0,0,0,0,-70,8,22,0,0,0,4,1,"c",300,36.2000007629395,"n8b22",2,0,0
70,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,4,1,"c",300,36.2000007629395,"n8b22",4,0,0
72,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,4,1,"c",300,36.2000007629395,"n8b22",4,0,0
74,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,4,1,"c",300,36.2000007629395,"n8b22",4,0,0
71,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,4,1,"c",300,36.2000007629395,"n8b22",4,0,0
68,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,4,1,"c",300,36.2000007629395,"n8b22",4,0,0
45,0,0,0,0,0,0,0,0,1,126,8,22,0,0,0,4,1,"c",300,36.2000007629395,"n8b22",5,4,0
42,0,0,1,0,0,0,0,0,0,107,8,22,0,1,0,4,1,"c",300,36.2000007629395,"n8b22",3,0,0
36,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,4,1,"c",300,36.2000007629395,"n8b22",4,0,0
41,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,4,1,"c",300,36.2000007629395,"n8b22",4,0,0
38,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,4,1,"c",300,36.2000007629395,"n8b22",4,0,0
40,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,4,1,"c",300,36.2000007629395,"n8b22",4,0,0
39,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,4,1,"c",300,36.2000007629395,"n8b22",4,0,0
37,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,4,1,"c",300,36.2000007629395,"n8b22",4,0,0
43,0,0,1,0,0,0,0,0,0,107,8,22,0,0,0,4,1,"c",300,36.2000007629395,"n8b22",4,3,0
44,0,0,0,0,0,0,0,0,1,126,8,22,0,0,0,4,1,"c",300,36.2000007629395,"n8b22",5,4,0
35,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,4,1,"c",300,36.2000007629395,"n8b22",4,0,0
55,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,4,1,"c",300,36.2000007629395,"n8b22",4,0,0
56,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,4,1,"c",300,36.2000007629395,"n8b22",4,0,0
50,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,4,1,"c",300,36.2000007629395,"n8b22",4,0,0
53,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,4,1,"c",300,36.2000007629395,"n8b22",4,0,0
51,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,4,1,"c",300,36.2000007629395,"n8b22",4,0,0
48,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,4,1,"c",300,36.2000007629395,"n8b22",4,0,0
47,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,4,1,"c",300,36.2000007629395,"n8b22",4,0,0
49,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,4,1,"c",300,36.2000007629395,"n8b22",4,0,0
52,0,0,1,0,0,0,0,0,0,129,8,22,0,1,0,4,1,"c",300,36.2000007629395,"n8b22",5,0,0
54,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,4,1,"c",300,36.2000007629395,"n8b22",4,0,0
46,0,0,1,0,0,0,0,0,0,129,8,22,0,1,0,4,1,"c",300,36.2000007629395,"n8b22",5,0,0
13,0,0,0,0,0,0,0,1,0,22,8,22,0,0,0,4,1,"c",300,36.2000007629395,"n8b22",3,1,0
14,0,0,0,0,0,0,0,0,1,107,8,22,0,0,0,4,1,"c",300,36.2000007629395,"n8b22",3,2,0
21,0,0,1,0,0,0,0,0,0,126,8,22,0,0,0,4,1,"c",300,36.2000007629395,"n8b22",4,3,2
20,0,0,1,0,0,0,0,0,0,148,8,22,0,0,0,4,1,"c",300,36.2000007629395,"n8b22",4,3,0
12,0,0,0,0,0,0,0,1,0,126,8,22,0,0,0,4,1,"c",300,36.2000007629395,"n8b22",4,3,0
16,0,0,0,0,0,0,0,0,1,107,8,22,0,0,0,4,1,"c",300,36.2000007629395,"n8b22",6,3,2
19,0,0,1,0,0,0,0,0,0,132,8,22,0,0,0,4,1,"c",300,36.2000007629395,"n8b22",6,3,2
17,0,0,1,0,0,0,0,0,1,65,8,22,0,0,0,4,1,"c",300,36.2000007629395,"n8b22",6,3,2
15,0,0,0,0,0,0,0,0,1,107,8,22,0,0,0,4,1,"c",300,36.2000007629395,"n8b22",6,3,2
18,0,0,1,0,0,0,0,0,0,154,8,22,0,0,0,4,1,"c",300,36.2000007629395,"n8b22",6,3,2
23,0,0,1,0,0,0,0,0,0,126,8,22,0,0,0,4,1,"c",300,36.2000007629395,"n8b22",4,3,2
22,0,0,1,0,0,0,0,0,0,126,8,22,0,0,0,4,1,"c",300,36.2000007629395,"n8b22",4,3,2
61,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,4,1,"c",300,36.2000007629395,"n8b22",4,0,0
67,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,4,1,"c",300,36.2000007629395,"n8b22",4,0,0
64,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,4,1,"c",300,36.2000007629395,"n8b22",4,0,0
58,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,4,1,"c",300,36.2000007629395,"n8b22",4,0,0
66,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,4,1,"c",300,36.2000007629395,"n8b22",4,0,0
62,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,4,1,"c",300,36.2000007629395,"n8b22",4,0,0
63,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,4,1,"c",300,36.2000007629395,"n8b22",4,0,0
65,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,4,1,"c",300,36.2000007629395,"n8b22",4,0,0
60,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,4,1,"c",300,36.2000007629395,"n8b22",4,0,0
59,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,4,1,"c",300,36.2000007629395,"n8b22",4,0,0
57,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,4,1,"c",300,36.2000007629395,"n8b22",4,0,0
65,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,4,1,"d",300,33.5999984741211,"n8b22",4,0,0
60,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,4,1,"d",300,33.5999984741211,"n8b22",4,0,0
59,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,4,1,"d",300,33.5999984741211,"n8b22",4,0,0
57,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,4,1,"d",300,33.5999984741211,"n8b22",4,0,0
63,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,4,1,"d",300,33.5999984741211,"n8b22",4,0,0
61,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,4,1,"d",300,33.5999984741211,"n8b22",4,0,0
64,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,4,1,"d",300,33.5999984741211,"n8b22",4,0,0
62,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,4,1,"d",300,33.5999984741211,"n8b22",4,0,0
58,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,4,1,"d",300,33.5999984741211,"n8b22",4,0,0
67,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,4,1,"d",300,33.5999984741211,"n8b22",4,0,0
73,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,4,1,"d",300,33.5999984741211,"n8b22",4,0,0
72,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,4,1,"d",300,33.5999984741211,"n8b22",4,0,0
74,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,4,1,"d",300,33.5999984741211,"n8b22",4,0,0
71,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,4,1,"d",300,33.5999984741211,"n8b22",4,0,0
75,0,0,1,0,0,0,0,0,0,-70,8,22,0,0,0,4,1,"d",300,33.5999984741211,"n8b22",2,0,0
69,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,4,1,"d",300,33.5999984741211,"n8b22",4,0,0
68,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,4,1,"d",300,33.5999984741211,"n8b22",4,0,0
70,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,4,1,"d",300,33.5999984741211,"n8b22",4,0,0
28,0,0,1,0,0,0,0,0,0,107,8,22,0,1,0,4,1,"d",300,33.5999984741211,"n8b22",3,0,0
31,0,0,1,0,0,0,0,0,0,129,8,22,0,0,0,4,1,"d",300,33.5999984741211,"n8b22",5,4,0
25,0,0,1,0,0,0,0,0,0,126,8,22,0,0,0,4,1,"d",300,33.5999984741211,"n8b22",4,2,0
27,0,0,1,0,0,0,0,0,0,126,8,22,0,0,0,4,1,"d",300,33.5999984741211,"n8b22",4,2,0
29,0,0,1,0,0,0,0,0,0,107,8,22,0,0,0,4,1,"d",300,33.5999984741211,"n8b22",3,0,0
26,0,0,1,0,0,0,0,0,0,126,8,22,0,0,0,4,1,"d",300,33.5999984741211,"n8b22",4,2,0
33,0,0,1,0,0,0,0,0,0,129,8,22,0,0,0,4,1,"d",300,33.5999984741211,"n8b22",5,4,0
30,0,0,1,0,0,0,0,0,0,126,8,22,0,0,0,4,1,"d",300,33.5999984741211,"n8b22",4,0,0
24,0,0,1,0,0,0,0,0,0,126,8,22,0,0,0,4,1,"d",300,33.5999984741211,"n8b22",4,2,0
23,0,0,1,0,0,0,0,0,0,126,8,22,0,0,0,4,1,"d",300,33.5999984741211,"n8b22",4,3,2
32,0,0,1,0,0,0,0,0,0,129,8,22,0,0,0,4,1,"d",300,33.5999984741211,"n8b22",5,4,0
8,2,0,0,0,0,0,0,0,1,41,8,22,0,0,0,4,1,"d",300,33.5999984741211,"n8b22",4,3,2
7,2,0,1,0,0,0,0,0,1,-48,8,22,0,0,0,4,1,"d",300,33.5999984741211,"n8b22",3,2,1
11,2,0,0,0,0,0,0,0,1,19,8,22,0,0,0,4,1,"d",300,33.5999984741211,"n8b22",3,2,0
2,1,0,0,0,0,1,0,0,1,8,8,22,0,0,0,4,1,"d",300,33.5999984741211,"n8b22",4,3,2
4,2,0,0,0,0,0,0,1,1,-24,8,22,0,0,0,4,1,"d",300,33.5999984741211,"n8b22",3,2,1
6,2,0,0,0,0,0,0,0,1,19,8,22,0,0,0,4,1,"d",300,33.5999984741211,"n8b22",4,3,2
1,1,0,0,0,0,0,1,1,0,4,8,22,0,0,0,4,1,"d",300,33.5999984741211,"n8b22",6,2,1
5,1,0,0,0,0,0,0,0,1,137,8,22,0,0,0,4,1,"d",300,33.5999984741211,"n8b22",3,2,1
10,2,0,1,0,0,0,0,0,1,-46,8,22,0,0,0,4,1,"d",300,33.5999984741211,"n8b22",4,3,2
9,2,0,0,0,0,0,0,0,1,19,8,22,0,0,0,4,1,"d",300,33.5999984741211,"n8b22",3,2,0
3,1,0,0,1,0,0,0,0,1,23,8,22,0,0,0,4,1,"d",300,33.5999984741211,"n8b22",2,1,0
21,0,0,1,0,0,0,0,0,0,126,8,22,0,0,0,4,1,"d",300,33.5999984741211,"n8b22",4,3,2
20,0,0,1,0,0,0,0,0,0,126,8,22,0,0,0,4,1,"d",300,33.5999984741211,"n8b22",4,3,0
12,0,0,0,0,0,0,0,0,1,107,8,22,0,0,0,4,1,"d",300,33.5999984741211,"n8b22",4,3,0
19,0,0,1,0,0,0,0,0,0,132,8,22,0,0,0,4,1,"d",300,33.5999984741211,"n8b22",6,3,2
15,0,0,0,0,0,0,0,0,1,107,8,22,0,0,0,4,1,"d",300,33.5999984741211,"n8b22",6,3,2
17,0,0,0,0,0,0,0,0,1,107,8,22,0,0,0,4,1,"d",300,33.5999984741211,"n8b22",6,3,2
18,0,0,1,0,0,0,0,0,0,132,8,22,0,0,0,4,1,"d",300,33.5999984741211,"n8b22",6,3,2
22,0,0,1,0,0,0,0,0,0,126,8,22,0,0,0,4,1,"d",300,33.5999984741211,"n8b22",4,3,2
14,0,0,0,0,0,0,0,0,1,107,8,22,0,0,0,4,1,"d",300,33.5999984741211,"n8b22",3,2,0
16,0,0,0,0,0,0,0,0,1,107,8,22,0,0,0,4,1,"d",300,33.5999984741211,"n8b22",6,3,2
13,0,0,0,0,0,0,0,1,0,22,8,22,0,0,0,4,1,"d",300,33.5999984741211,"n8b22",3,1,0
36,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,4,1,"d",300,33.5999984741211,"n8b22",4,0,0
38,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,4,1,"d",300,33.5999984741211,"n8b22",4,0,0
41,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,4,1,"d",300,33.5999984741211,"n8b22",4,0,0
39,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,4,1,"d",300,33.5999984741211,"n8b22",4,0,0
40,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,4,1,"d",300,33.5999984741211,"n8b22",4,0,0
37,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,4,1,"d",300,33.5999984741211,"n8b22",4,0,0
44,0,0,1,0,0,0,0,0,0,129,8,22,0,0,0,4,1,"d",300,33.5999984741211,"n8b22",5,4,0
35,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,4,1,"d",300,33.5999984741211,"n8b22",4,0,0
42,0,0,1,0,0,0,0,0,0,107,8,22,0,1,0,4,1,"d",300,33.5999984741211,"n8b22",3,0,0
34,0,0,1,0,0,0,0,0,0,129,8,22,0,1,0,4,1,"d",300,33.5999984741211,"n8b22",5,0,0
43,0,0,1,0,0,0,0,0,0,107,8,22,0,0,0,4,1,"d",300,33.5999984741211,"n8b22",4,3,0
47,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,4,1,"d",300,33.5999984741211,"n8b22",4,0,0
54,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,4,1,"d",300,33.5999984741211,"n8b22",4,0,0
48,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,4,1,"d",300,33.5999984741211,"n8b22",4,0,0
53,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,4,1,"d",300,33.5999984741211,"n8b22",4,0,0
46,0,0,1,0,0,0,0,0,0,129,8,22,0,1,0,4,1,"d",300,33.5999984741211,"n8b22",5,0,0
52,0,0,1,0,0,0,0,0,0,129,8,22,0,1,0,4,1,"d",300,33.5999984741211,"n8b22",5,0,0
56,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,4,1,"d",300,33.5999984741211,"n8b22",4,0,0
50,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,4,1,"d",300,33.5999984741211,"n8b22",4,0,0
49,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,4,1,"d",300,33.5999984741211,"n8b22",4,0,0
45,0,0,1,0,0,0,0,0,0,129,8,22,0,0,0,4,1,"d",300,33.5999984741211,"n8b22",5,4,0
51,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,4,1,"d",300,33.5999984741211,"n8b22",4,0,0
55,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,4,1,"d",300,33.5999984741211,"n8b22",4,0,0
50,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,4,1,"e",350,32.7000007629395,"n8b22",4,0,0
46,0,0,1,0,0,0,0,0,0,129,8,22,0,1,0,4,1,"e",350,32.7000007629395,"n8b22",5,0,0
48,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,4,1,"e",350,32.7000007629395,"n8b22",4,0,0
53,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,4,1,"e",350,32.7000007629395,"n8b22",4,0,0
56,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,4,1,"e",350,32.7000007629395,"n8b22",4,0,0
55,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,4,1,"e",350,32.7000007629395,"n8b22",4,0,0
51,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,4,1,"e",350,32.7000007629395,"n8b22",4,0,0
47,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,4,1,"e",350,32.7000007629395,"n8b22",4,0,0
54,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,4,1,"e",350,32.7000007629395,"n8b22",4,0,0
49,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,4,1,"e",350,32.7000007629395,"n8b22",4,0,0
29,0,0,1,0,0,0,0,0,0,107,8,22,0,0,0,4,1,"e",350,32.7000007629395,"n8b22",3,0,0
25,2,0,0,0,0,0,0,0,0,42,8,22,0,0,0,4,1,"e",350,32.7000007629395,"n8b22",4,2,0
28,0,0,1,0,0,0,0,0,0,107,8,22,0,1,0,4,1,"e",350,32.7000007629395,"n8b22",3,0,0
34,0,0,1,0,0,0,0,0,0,129,8,22,0,1,0,4,1,"e",350,32.7000007629395,"n8b22",5,0,0
26,2,0,0,0,0,0,0,0,0,42,8,22,0,0,0,4,1,"e",350,32.7000007629395,"n8b22",4,2,0
30,0,0,1,0,0,0,0,0,0,126,8,22,0,0,0,4,1,"e",350,32.7000007629395,"n8b22",4,0,0
31,0,0,1,0,0,0,0,0,0,129,8,22,0,0,0,4,1,"e",350,32.7000007629395,"n8b22",5,4,0
24,2,0,0,0,0,0,0,0,1,22,8,22,0,0,0,4,1,"e",350,32.7000007629395,"n8b22",4,2,0
27,2,0,0,0,0,0,0,0,0,42,8,22,0,0,0,4,1,"e",350,32.7000007629395,"n8b22",4,2,0
32,0,0,1,0,0,0,0,0,0,151,8,22,0,0,0,4,1,"e",350,32.7000007629395,"n8b22",5,4,0
33,0,0,1,0,0,0,0,0,0,129,8,22,0,0,0,4,1,"e",350,32.7000007629395,"n8b22",5,4,0
59,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,4,1,"e",350,32.7000007629395,"n8b22",4,0,0
67,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,4,1,"e",350,32.7000007629395,"n8b22",4,0,0
60,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,4,1,"e",350,32.7000007629395,"n8b22",4,0,0
66,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,4,1,"e",350,32.7000007629395,"n8b22",4,0,0
57,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,4,1,"e",350,32.7000007629395,"n8b22",4,0,0
65,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,4,1,"e",350,32.7000007629395,"n8b22",4,0,0
58,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,4,1,"e",350,32.7000007629395,"n8b22",4,0,0
62,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,4,1,"e",350,32.7000007629395,"n8b22",4,0,0
64,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,4,1,"e",350,32.7000007629395,"n8b22",4,0,0
63,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,4,1,"e",350,32.7000007629395,"n8b22",4,0,0
61,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,4,1,"e",350,32.7000007629395,"n8b22",4,0,0
74,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,4,1,"e",350,32.7000007629395,"n8b22",4,0,0
70,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,4,1,"e",350,32.7000007629395,"n8b22",4,0,0
71,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,4,1,"e",350,32.7000007629395,"n8b22",4,0,0
75,0,0,1,0,0,0,0,0,0,-70,8,22,0,0,0,4,1,"e",350,32.7000007629395,"n8b22",2,0,0
73,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,4,1,"e",350,32.7000007629395,"n8b22",4,0,0
68,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,4,1,"e",350,32.7000007629395,"n8b22",4,0,0
72,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,4,1,"e",350,32.7000007629395,"n8b22",4,0,0
69,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,4,1,"e",350,32.7000007629395,"n8b22",4,0,0
37,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,4,1,"e",350,32.7000007629395,"n8b22",4,0,0
38,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,4,1,"e",350,32.7000007629395,"n8b22",4,0,0
36,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,4,1,"e",350,32.7000007629395,"n8b22",4,0,0
42,0,0,1,0,0,0,0,0,0,107,8,22,0,1,0,4,1,"e",350,32.7000007629395,"n8b22",3,0,0
41,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,4,1,"e",350,32.7000007629395,"n8b22",4,0,0
35,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,4,1,"e",350,32.7000007629395,"n8b22",4,0,0
43,0,0,1,0,0,0,0,0,0,107,8,22,0,0,0,4,1,"e",350,32.7000007629395,"n8b22",4,3,0
45,0,0,1,0,0,0,0,0,0,129,8,22,0,0,0,4,1,"e",350,32.7000007629395,"n8b22",5,4,0
40,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,4,1,"e",350,32.7000007629395,"n8b22",4,0,0
39,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,4,1,"e",350,32.7000007629395,"n8b22",4,0,0
44,0,0,0,0,0,0,0,0,1,126,8,22,0,0,0,4,1,"e",350,32.7000007629395,"n8b22",5,4,0
6,2,0,0,0,0,0,0,0,1,63,8,22,0,0,0,4,1,"e",350,32.7000007629395,"n8b22",4,3,2
7,1,0,1,0,0,0,0,0,1,48,8,22,0,0,0,4,1,"e",350,32.7000007629395,"n8b22",3,2,1
3,2,0,0,1,0,0,0,0,1,-29,8,22,0,0,0,4,1,"e",350,32.7000007629395,"n8b22",2,1,0
4,2,0,0,0,0,0,0,0,1,63,8,22,0,0,0,4,1,"e",350,32.7000007629395,"n8b22",3,2,1
8,2,0,0,0,0,0,0,0,1,19,8,22,0,0,0,4,1,"e",350,32.7000007629395,"n8b22",4,3,2
11,2,0,0,0,0,0,0,1,0,19,8,22,0,0,0,4,1,"e",350,32.7000007629395,"n8b22",3,2,0
1,2,0,1,0,0,0,0,0,0,38,8,22,0,0,0,4,1,"e",350,32.7000007629395,"n8b22",6,2,1
2,2,0,0,0,0,0,0,0,1,88,8,22,0,0,0,4,1,"e",350,32.7000007629395,"n8b22",4,3,2
9,2,0,1,0,0,0,0,0,0,19,8,22,0,0,0,4,1,"e",350,32.7000007629395,"n8b22",3,2,0
10,2,0,0,0,0,0,0,0,1,19,8,22,0,0,0,4,1,"e",350,32.7000007629395,"n8b22",4,3,2
5,2,0,0,0,0,0,0,0,1,41,8,22,0,0,0,4,1,"e",350,32.7000007629395,"n8b22",3,2,1
18,2,0,0,0,0,0,0,0,1,41,8,22,0,0,0,4,1,"e",350,32.7000007629395,"n8b22",6,3,2
14,2,0,1,0,0,0,0,0,0,38,8,22,0,0,0,4,1,"e",350,32.7000007629395,"n8b22",3,2,0
13,3,0,0,0,0,0,0,0,0,12,8,22,0,0,0,4,1,"e",350,32.7000007629395,"n8b22",3,1,0
17,2,0,0,0,0,0,0,0,1,41,8,22,0,0,0,4,1,"e",350,32.7000007629395,"n8b22",6,3,2
12,3,0,0,0,0,0,0,0,0,12,8,22,0,0,0,4,1,"e",350,32.7000007629395,"n8b22",4,3,0
19,2,0,1,0,0,0,0,0,0,46,8,22,0,0,0,4,1,"e",350,32.7000007629395,"n8b22",6,3,2
22,2,0,0,0,0,0,0,0,1,41,8,22,0,0,0,4,1,"e",350,32.7000007629395,"n8b22",4,3,2
15,2,0,0,0,0,0,0,0,1,41,8,22,0,0,0,4,1,"e",350,32.7000007629395,"n8b22",6,3,2
16,2,0,0,0,0,0,0,0,1,41,8,22,0,0,0,4,1,"e",350,32.7000007629395,"n8b22",6,3,2
20,3,0,1,0,0,0,0,0,0,-32,8,22,0,0,0,4,1,"e",350,32.7000007629395,"n8b22",4,3,0
23,2,0,0,0,0,0,0,0,1,41,8,22,0,0,0,4,1,"e",350,32.7000007629395,"n8b22",4,3,2
21,2,0,0,0,0,0,0,0,1,19,8,22,0,0,0,4,1,"e",350,32.7000007629395,"n8b22",4,3,2
12,0,0,0,0,0,0,0,0,1,107,8,22,0,0,0,4,1,"f",600,40.7000007629395,"n8b22",4,3,0
19,0,0,1,0,0,0,0,0,0,132,8,22,0,0,0,4,1,"f",600,40.7000007629395,"n8b22",6,3,2
18,0,0,1,0,0,0,0,0,0,132,8,22,0,0,0,4,1,"f",600,40.7000007629395,"n8b22",6,3,2
22,0,0,1,0,0,0,0,0,0,126,8,22,0,0,0,4,1,"f",600,40.7000007629395,"n8b22",4,3,2
15,0,0,0,0,0,0,0,0,1,107,8,22,0,0,0,4,1,"f",600,40.7000007629395,"n8b22",6,3,2
23,0,0,1,0,0,0,0,0,0,126,8,22,0,0,0,4,1,"f",600,40.7000007629395,"n8b22",4,3,2
21,0,0,0,0,0,0,0,0,1,107,8,22,0,0,0,4,1,"f",600,40.7000007629395,"n8b22",4,3,2
14,0,0,0,0,0,0,0,0,1,107,8,22,0,0,0,4,1,"f",600,40.7000007629395,"n8b22",3,2,0
20,0,0,1,0,0,0,0,0,0,126,8,22,0,0,0,4,1,"f",600,40.7000007629395,"n8b22",4,3,0
17,0,0,1,0,0,0,0,1,0,62,8,22,0,0,0,4,1,"f",600,40.7000007629395,"n8b22",6,3,2
16,0,0,0,0,0,0,0,0,1,107,8,22,0,0,0,4,1,"f",600,40.7000007629395,"n8b22",6,3,2
65,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,4,1,"f",600,40.7000007629395,"n8b22",4,0,0
64,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,4,1,"f",600,40.7000007629395,"n8b22",4,0,0
58,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,4,1,"f",600,40.7000007629395,"n8b22",4,0,0
61,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,4,1,"f",600,40.7000007629395,"n8b22",4,0,0
63,0,0,1,0,0,0,0,0,0,126,8,22,0,1,0,4,1,"f",600,40.7000007629395,"n8b22",4,0,0
